# Time-averaged data for fix printcond
# TimeStep v_totalcondx v_totalcondy v_totalcondz
1270 0.001362 0.0053707 0.00395721
1272 0.00138999 0.00563227 0.00425186
1274 0.00145878 0.0058818 0.00444796
1276 0.00157187 0.00612067 0.00453695
1278 0.00171756 0.00635392 0.0045359
1280 0.00187785 0.00658724 0.00447442
1282 0.00203345 0.00682516 0.00438639
1284 0.00216338 0.00707115 0.00430965
1286 0.00224623 0.00732698 0.00428352
1288 0.00227099 0.00758746 0.00433386
1290 0.00225092 0.00783598 0.00445465
1292 0.00221654 0.00805856 0.004613
1294 0.00219992 0.00823975 0.00477487
1296 0.00221983 0.00837257 0.00491899
1298 0.00228059 0.00845813 0.00503608
1300 0.00237845 0.0085031 0.00512441
1302 0.00250249 0.00851295 0.00518441
1304 0.00264461 0.00849178 0.00521563
1306 0.00280205 0.00844087 0.00521308
1308 0.00297586 0.00835928 0.00516744
1310 0.00316444 0.00824843 0.00507212
1312 0.00335767 0.00811415 0.0049323
1314 0.00353926 0.00795777 0.00476633
1316 0.00368889 0.00778908 0.00459756
1318 0.00378821 0.00761838 0.0044498
1320 0.00382293 0.00745556 0.00434454
1322 0.00378445 0.00730952 0.00429671
1324 0.00367273 0.00718733 0.00430855
1326 0.00349667 0.00709308 0.00436783
1328 0.00326991 0.00702793 0.00445457
1330 0.00300564 0.00699045 0.00455075
1332 0.0027146 0.00697656 0.00464484
1334 0.00240537 0.00697922 0.00473099
1336 0.002085 0.00698888 0.00480645
1338 0.0017594 0.00699466 0.00486982
1340 0.00143521 0.00698578 0.00491975
1342 0.00112515 0.00695237 0.00495378
1344 0.000845152 0.00688643 0.00497137
1346 0.000618593 0.0067789 0.00497911
1348 0.000478685 0.00661551 0.00500144
1350 0.000463294 0.00638218 0.00507942
1352 0.000586951 0.00609129 0.00522749
1354 0.000812591 0.00579656 0.00538548
1356 0.00107326 0.00555707 0.00545652
1358 0.00132264 0.00539084 0.00539639
1360 0.00155226 0.00527506 0.00523733
1362 0.00176768 0.00517942 0.00503105
1364 0.00197109 0.00508421 0.0048092
1366 0.00216172 0.00498012 0.00458392
1368 0.00233965 0.00486401 0.00435683
1370 0.00250643 0.00473605 0.00412406
1372 0.00266358 0.00460291 0.00387805
1374 0.00281278 0.00447058 0.00361027
1376 0.00295514 0.00434444 0.00331366
1378 0.0030916 0.00422647 0.0029865
1380 0.00322525 0.00411197 0.00263786
1382 0.00336396 0.00398756 0.00229266
1384 0.00351454 0.00383541 0.00198733
1386 0.00366119 0.00364716 0.00174521
1388 0.0037568 0.00343639 0.00155391
1390 0.00375831 0.00323059 0.00137483
1392 0.00366845 0.0030495 0.00117758
1394 0.00353339 0.0028964 0.000957975
1396 0.00339889 0.0027649 0.000727455
1398 0.00329358 0.00265323 0.00049416
1400 0.00323135 0.0025687 0.000256234
1402 0.00321748 0.00252654 5.22497e-06
1404 0.00325108 0.00254599 -0.000268307
1406 0.00332264 0.00264289 -0.000568054
1408 0.00341388 0.00282346 -0.000881974
1410 0.00349722 0.00307511 -0.00119378
1412 0.00355009 0.00337745 -0.00147972
1414 0.00356694 0.00371156 -0.00171577
1416 0.00355098 0.0040603 -0.00188254
1418 0.00350834 0.00440556 -0.0019816
1420 0.003435 0.00472583 -0.00203412
1422 0.00331964 0.00499877 -0.00206676
1424 0.00315991 0.0052083 -0.00209499
1426 0.00297421 0.00535104 -0.00212237
1428 0.00279691 0.00543645 -0.00215163
1430 0.00266317 0.0054813 -0.00218978
1432 0.00259651 0.00550387 -0.00224456
1434 0.0026062 0.00551603 -0.00232169
1436 0.00268403 0.00552707 -0.00241926
1438 0.00281127 0.00553966 -0.00253018
1440 0.00296412 0.00554781 -0.00264412
1442 0.00311803 0.00553738 -0.00274913
1444 0.00325223 0.00549081 -0.00283337
1446 0.00335445 0.00539408 -0.00288664
1448 0.00342173 0.0052394 -0.00290139
1450 0.0034553 0.00502262 -0.00287529
1452 0.00345319 0.00474372 -0.00281906
1454 0.00340818 0.00441248 -0.00276498
1456 0.00331241 0.00405062 -0.00276491
1458 0.00316596 0.00368934 -0.0028694
1460 0.00298292 0.00336455 -0.00309799
1462 0.00278706 0.00310555 -0.003432
1464 0.00260016 0.00292217 -0.00383631
1466 0.00243555 0.00280469 -0.00428051
1468 0.00229956 0.00273481 -0.0047451
1470 0.00219505 0.00269613 -0.00521923
1472 0.00212273 0.00267864 -0.00569673
1474 0.00208049 0.00267956 -0.00617221
1476 0.00206344 0.00270324 -0.00663698
1478 0.00206529 0.00276018 -0.0070754
1480 0.00208011 0.00286423 -0.00746474
1482 0.00210174 0.00302634 -0.00778423
1484 0.00212128 0.00324718 -0.00802969
1486 0.00212738 0.00351585 -0.00821592
1488 0.00211256 0.00381919 -0.00836403
1490 0.00207304 0.00414263 -0.00848213
1492 0.00200981 0.00447335 -0.00856421
1494 0.00192541 0.00480014 -0.00859614
1496 0.00182117 0.00511519 -0.00856494
1498 0.00169624 0.00541518 -0.00846558
1500 0.00154747 0.00569786 -0.00830005
1502 0.00137575 0.00596373 -0.00807836
1504 0.00118677 0.0062134 -0.00781196
1506 0.000990272 0.00644788 -0.00750983
1508 0.000797296 0.00666962 -0.00717773
1510 0.000617123 0.00688194 -0.00682064
1512 0.000456155 0.00708826 -0.00644382
1514 0.000317324 0.00729026 -0.00605667
1516 0.000199149 0.00748341 -0.00567433
1518 9.90194e-05 0.00765772 -0.00532268
1520 1.4485e-05 0.00779288 -0.0050304
1522 -5.2672e-05 0.00785817 -0.00481391
1524 -9.28387e-05 0.00782025 -0.00466752
1526 -9.48277e-05 0.00766667 -0.00457488
1528 -6.32703e-05 0.00743158 -0.00452869
1530 -2.70452e-05 0.00718744 -0.0045341
1532 -1.88696e-05 0.00699237 -0.00459553
1534 -4.6621e-05 0.00684712 -0.00470483
1536 -8.08589e-05 0.00671062 -0.0048529
1538 -7.05014e-05 0.00652992 -0.0050351
1540 2.45449e-05 0.00627066 -0.0052401
1542 0.000201042 0.00594304 -0.00544242
1544 0.000427656 0.00558331 -0.00562017
1546 0.000681104 0.0052208 -0.0057676
1548 0.000952328 0.00486828 -0.00588902
1550 0.00123472 0.00453158 -0.00599021
1552 0.00150689 0.00421523 -0.00606849
1554 0.00172049 0.00392039 -0.00610559
1556 0.00182461 0.0036268 -0.00606866
1558 0.00181939 0.00326524 -0.0059221
1560 0.00175479 0.00275819 -0.00565268
1562 0.00167768 0.00213415 -0.00531395
1564 0.00160472 0.0015308 -0.00500729
1566 0.00153347 0.00106598 -0.00480163
1568 0.00146455 0.000748654 -0.00469262
1570 0.00141576 0.000527308 -0.00464411
1572 0.00141964 0.000369121 -0.00463606
1574 0.00150274 0.000265328 -0.00466619
1576 0.00166245 0.000200803 -0.00473515
1578 0.00187083 0.00014773 -0.00483997
1580 0.00209783 8.14272e-05 -0.0049749
1582 0.00232351 -1.18576e-05 -0.00513177
1584 0.00253789 -0.000136922 -0.00529994
1586 0.00273694 -0.000293224 -0.005467
1588 0.00291817 -0.000475614 -0.00562064
1590 0.00307683 -0.000673878 -0.00575043
1592 0.00320551 -0.000875847 -0.00584859
1594 0.00329854 -0.00106703 -0.0059111
1596 0.00335711 -0.00123571 -0.00593713
1598 0.00339072 -0.00137621 -0.00592863
1600 0.00341193 -0.0014884 -0.00588994
1602 0.00342955 -0.0015748 -0.00582793
1604 0.00344254 -0.00164466 -0.00575058
1606 0.0034366 -0.00171515 -0.00566613
1608 0.00338584 -0.00181085 -0.0055816
1610 0.00326499 -0.00195357 -0.00550072
1612 0.00306653 -0.00214604 -0.00542494
1614 0.00280452 -0.00236922 -0.00536158
1616 0.00249804 -0.00259974 -0.00531104
1618 0.00216049 -0.00282378 -0.00527204
1620 0.00180331 -0.00303442 -0.00524285
1622 0.00143959 -0.00322934 -0.00522206
1624 0.00108642 -0.00340876 -0.00520879
1626 0.000766285 -0.00357202 -0.0052027
1628 0.000506791 -0.0037153 -0.00520443
1630 0.000333113 -0.00383195 -0.00521378
1632 0.000257238 -0.00391871 -0.00522804
1634 0.00027189 -0.00398001 -0.00524087
1636 0.000356773 -0.00402403 -0.00524326
1638 0.000489786 -0.00405543 -0.0052252
1640 0.00065488 -0.00407378 -0.0051783
1642 0.000843182 -0.00407555 -0.00509687
1644 0.00105047 -0.00405705 -0.00497913
1646 0.0012711 -0.00401336 -0.00482819
1648 0.00149975 -0.00394203 -0.00465121
1650 0.00172891 -0.00384354 -0.00445627
1652 0.00194933 -0.00371713 -0.00425778
1654 0.00215079 -0.00356772 -0.00407016
1656 0.00232589 -0.00341149 -0.0039095
1658 0.0024752 -0.00328228 -0.00379551
1660 0.00260759 -0.00323007 -0.00374833
1662 0.00272756 -0.00329795 -0.00377823
1664 0.00282851 -0.00349352 -0.00387734
1666 0.00290252 -0.00378897 -0.00402584
1668 0.00294787 -0.00414441 -0.00420301
1670 0.00296372 -0.00452307 -0.00439101
1672 0.00294281 -0.00489156 -0.00457355
1674 0.00287327 -0.00521898 -0.00473649
1676 0.00275287 -0.00548595 -0.00487463
1678 0.00260001 -0.00569212 -0.00499647
1680 0.00244494 -0.00584719 -0.0051173
1682 0.00231342 -0.00595705 -0.0052484
1684 0.00221838 -0.00601882 -0.00539557
1686 0.00216614 -0.00603163 -0.00555951
1688 0.00215358 -0.0059996 -0.0057368
1690 0.00217165 -0.00593015 -0.00592188
1692 0.00220831 -0.00583069 -0.00610955
1694 0.00224992 -0.00570576 -0.00629725
1696 0.00228375 -0.00555608 -0.00647864
1698 0.00229773 -0.00538156 -0.00664972
1700 0.00228079 -0.00518282 -0.0068078
1702 0.00223046 -0.00495866 -0.00695584
1704 0.00214602 -0.00471119 -0.007095
1706 0.00203053 -0.00444413 -0.00722581
1708 0.00189092 -0.00416308 -0.00734781
1710 0.00173709 -0.00387578 -0.00745969
1712 0.0015799 -0.00359206 -0.00755975
1714 0.00142882 -0.00332351 -0.00764638
1716 0.00129044 -0.00308238 -0.00771844
1718 0.00117087 -0.00287828 -0.00777989
1720 0.00107062 -0.00271883 -0.00782992
1722 0.000989293 -0.00260587 -0.00786924
1724 0.000926928 -0.00253476 -0.00790081
1726 0.000883547 -0.00249603 -0.00792865
1728 0.000857265 -0.00247716 -0.00796007
1730 0.000845995 -0.00246484 -0.00800139
1732 0.000846554 -0.00244594 -0.008059
1734 0.000857954 -0.00240479 -0.00813881
1736 0.000876166 -0.00233057 -0.00824422
1738 0.000895136 -0.00221782 -0.0083751
1740 0.000910481 -0.00206589 -0.00852899
1742 0.000912347 -0.0018826 -0.00869623
1744 0.000895966 -0.00167576 -0.008867
1746 0.000862398 -0.00145043 -0.00903324
1748 0.000815995 -0.00120843 -0.00918955
1750 0.000764092 -0.000949942 -0.00933498
1752 0.000715388 -0.000674302 -0.00947332
1754 0.000680249 -0.000381093 -0.00961196
1756 0.000671035 -7.05521e-05 -0.00976071
1758 0.000701725 0.000255684 -0.00992989
1760 0.00078499 0.000594631 -0.0101266
1762 0.000925934 0.000942342 -0.0103488
1764 0.00111409 0.00129395 -0.0105777
1766 0.00132446 0.00164185 -0.0107724
1768 0.00153473 0.00196999 -0.0108771
1770 0.00174927 0.00224907 -0.0108426
1772 0.00197984 0.00245564 -0.0106571
1774 0.00220209 0.00261242 -0.0103747
1776 0.00236124 0.00278421 -0.010087
1778 0.00241965 0.00302248 -0.00985757
1780 0.00238057 0.00332864 -0.00969129
1782 0.00227203 0.00367276 -0.00956251
1784 0.00212611 0.00402656 -0.00945249
1786 0.00197436 0.00437381 -0.00935942
1788 0.00184922 0.00470696 -0.00929297
1790 0.00178175 0.00502333 -0.00926496
1792 0.00179275 0.0053232 -0.00927917
1794 0.00188352 0.00560907 -0.00932458
1796 0.00203823 0.00588348 -0.00938098
1798 0.00223408 0.00614528 -0.00942994
1800 0.00244798 0.00638541 -0.00945853
1802 0.00265918 0.00658597 -0.00945936
1804 0.00285166 0.00672541 -0.00942971
1806 0.00301813 0.00678972 -0.00937374
1808 0.0031599 0.00677731 -0.00930161
1810 0.00328083 0.00669469 -0.00922604
1812 0.00338185 0.00655318 -0.00916008
1814 0.00346086 0.00636844 -0.00911631
1816 0.00351579 0.00615791 -0.00910418
1818 0.00354625 0.00593699 -0.00912513
1820 0.00355192 0.00571656 -0.00916905
1822 0.00352939 0.00550332 -0.00921417
1824 0.00347772 0.0053117 -0.00924246
1826 0.00339453 0.00515695 -0.00923451
1828 0.0032805 0.00505632 -0.00917675
1830 0.00314007 0.00502242 -0.0090626
1832 0.00298039 0.0050559 -0.0088911
1834 0.0028109 0.00514589 -0.00866519
1836 0.00264361 0.0052784 -0.0083905
1838 0.00249162 0.00544374 -0.00807431
1840 0.00236417 0.00563812 -0.0077252
1842 0.00225929 0.00585968 -0.00735489
1844 0.00217518 0.00610499 -0.0069806
1846 0.00211527 0.00636564 -0.00662693
1848 0.0020854 0.00663256 -0.00632197
1850 0.00208509 0.00690555 -0.0060902
1852 0.00210392 0.00718782 -0.00593787
1854 0.00212697 0.0074839 -0.00585888
1856 0.00214237 0.00779257 -0.00584443
1858 0.00214344 0.00810344 -0.00589014
1860 0.00212681 0.00839972 -0.00599583
1862 0.0020969 0.00865886 -0.0061636
1864 0.0020558 0.00885455 -0.00639239
1866 0.00200566 0.00896249 -0.00667283
1868 0.00194718 0.0089676 -0.00698722
1870 0.00187809 0.0088694 -0.00731331
1872 0.00179456 0.00868036 -0.00763068
1874 0.00169757 0.00842155 -0.00792805
1876 0.00159909 0.00812077 -0.00820882
1878 0.00151928 0.00780558 -0.00848714
1880 0.00148077 0.00750155 -0.00877747
1882 0.00149465 0.00722221 -0.00908372
1884 0.001554 0.00697205 -0.00939833
1886 0.00164439 0.00674808 -0.00970647
1888 0.00174653 0.00654741 -0.00999195
1890 0.00183994 0.00636721 -0.0102392
1892 0.00190716 0.00620075 -0.0104334
1894 0.00193836 0.00603177 -0.0105598
1896 0.00194013 0.00582663 -0.010603
1898 0.00193675 0.00554064 -0.0105508
1900 0.00194896 0.00516291 -0.0104017
1902 0.00196203 0.00475811 -0.0101679
1904 0.00193528 0.00442621 -0.009874
1906 0.00184638 0.00421447 -0.00956039
1908 0.00170677 0.0040895 -0.00927438
1910 0.00153439 0.00399803 -0.0090492
1912 0.00133634 0.00391584 -0.00888519
1914 0.00110984 0.00384562 -0.00874992
1916 0.000848612 0.00379514 -0.00859816
1918 0.000552697 0.00375669 -0.00839461
1920 0.000227002 0.00370243 -0.00811192
1922 -0.000125397 0.00360075 -0.00772068
1924 -0.000495725 0.00344349 -0.0072051
1926 -0.000860339 0.00326164 -0.00658294
1928 -0.00118635 0.00311026 -0.00589997
1930 -0.00144659 0.00303954 -0.00520846
1932 -0.00162833 0.00307939 -0.00455302
1934 -0.0017289 0.00323962 -0.00397064
1936 -0.00174792 0.00351109 -0.0034898
1938 -0.00168816 0.00386394 -0.00311918
1940 -0.00156011 0.00425591 -0.00284215
1942 -0.00138371 0.00464306 -0.00262622
1944 -0.00117252 0.00499403 -0.00245332
1946 -0.000924008 0.00528183 -0.00232474
1948 -0.000621198 0.00547062 -0.00225526
1950 -0.000243664 0.00552215 -0.00226543
1952 0.000199117 0.00543344 -0.00237619
1954 0.000646476 0.00526291 -0.0026039
1956 0.00102664 0.00509042 -0.00294868
1958 0.00131744 0.00495721 -0.0033829
1960 0.00154774 0.00486019 -0.00386043
1962 0.00175516 0.00478758 -0.00433799
1964 0.00196465 0.00473933 -0.00478259
1966 0.00219141 0.00472383 -0.0051708
1968 0.0024457 0.00474936 -0.00548955
1970 0.00273408 0.00481984 -0.00573905
1972 0.00305827 0.00493266 -0.00592756
1974 0.00341647 0.00508259 -0.00606917
1976 0.00380492 0.00526429 -0.00617904
1978 0.00421974 0.005473 -0.00626857
1980 0.00465862 0.00570321 -0.00634109
1982 0.00512259 0.00594312 -0.00638624
1984 0.00561765 0.006168 -0.0063775
1986 0.00614977 0.00635007 -0.00629287
1988 0.00670278 0.00647893 -0.00615802
1990 0.00723343 0.00657933 -0.00604983
1992 0.00769443 0.00668602 -0.00603218
1994 0.00805932 0.00680985 -0.00610507
1996 0.00832275 0.0069377 -0.00623001
1998 0.00848734 0.00705592 -0.00637119
2000 0.00856287 0.00715921 -0.00650987
2002 0.00857026 0.00724831 -0.00663838
2004 0.0085385 0.00732559 -0.00675286
2006 0.00849445 0.00739108 -0.00684849
2008 0.00845194 0.0074386 -0.00691472
2010 0.00840622 0.00745285 -0.00692744
2012 0.00833403 0.00741106 -0.00684667
2014 0.00820874 0.00730864 -0.00664431
2016 0.00803295 0.007188 -0.00634698
2018 0.00784646 0.00712128 -0.00603022
2020 0.00769198 0.00714971 -0.00576007
2022 0.00758074 0.00725588 -0.0055583
2024 0.00749969 0.00739716 -0.00542462
2026 0.00743511 0.00754127 -0.00536432
2028 0.00738183 0.00767353 -0.00538611
2030 0.00733537 0.00779141 -0.005488
2032 0.00729087 0.00789862 -0.00565471
2034 0.00724385 0.00800117 -0.00586388
2036 0.00719101 0.00810337 -0.00609352
2038 0.00713092 0.00820516 -0.00632465
2040 0.00706417 0.00830136 -0.00654112
2042 0.00699399 0.00838302 -0.00673087
2044 0.00692645 0.0084403 -0.00688816
2046 0.00686862 0.00846515 -0.00701353
2048 0.0068257 0.00845402 -0.00711134
2050 0.00679966 0.00840772 -0.00718917
2052 0.00679015 0.00832847 -0.00725984
2054 0.00679614 0.00821851 -0.00734198
2056 0.00681713 0.00808038 -0.00745292
2058 0.0068526 0.00791393 -0.00759678
2060 0.00690212 0.00772299 -0.0077603
2062 0.00696373 0.00751627 -0.0079209
2064 0.00703818 0.00731632 -0.00806608
2066 0.00713407 0.00715751 -0.00820729
2068 0.00726214 0.00706317 -0.00836894
2070 0.0074236 0.00702926 -0.00856326
2072 0.0076069 0.00703398 -0.00877867
2074 0.00779618 0.00705854 -0.00899335
2076 0.00797795 0.00709504 -0.00919053
2078 0.00814518 0.00714154 -0.0093613
2080 0.00829409 0.00719907 -0.00950339
2082 0.00842336 0.00726984 -0.00961712
2084 0.00853548 0.0073553 -0.00970286
2086 0.00863379 0.00745726 -0.00976226
2088 0.00872263 0.00757226 -0.00980093
2090 0.00880702 0.00769422 -0.00982774
2092 0.00889162 0.00781477 -0.00985344
2094 0.00897798 0.00792419 -0.00988839
2096 0.0090686 0.00800832 -0.00993632
2098 0.00914902 0.00805383 -0.00999017
2100 0.00919915 0.0080408 -0.0100306
2102 0.00919748 0.00794341 -0.0100322
2104 0.00912884 0.0077443 -0.00997691
2106 0.00899256 0.00745085 -0.00986705
2108 0.0088004 0.00708962 -0.00972506
2110 0.00856719 0.00668544 -0.00958362
2112 0.00830325 0.00624851 -0.00947629
2114 0.00801061 0.00578335 -0.00942129
2116 0.00767383 0.00528492 -0.00940082
2118 0.00726064 0.0047335 -0.00935347
2120 0.00674003 0.00411267 -0.00920779
2122 0.00614379 0.00346166 -0.00897226
2124 0.00555971 0.00286993 -0.00873058
2126 0.00505373 0.00240197 -0.00854568
2128 0.00462578 0.0020487 -0.00840759
2130 0.00424868 0.00176891 -0.00828199
2132 0.00390981 0.00153425 -0.00815912
2134 0.00361038 0.00132801 -0.0080507
2136 0.00335526 0.00113914 -0.00797407
2138 0.00314611 0.000963735 -0.0079379
2140 0.00297789 0.000806267 -0.00793446
2142 0.00284182 0.00067619 -0.00794318
2144 0.00273049 0.00058262 -0.00794166
2146 0.0026399 0.000531265 -0.00791493
2148 0.00256848 0.000523712 -0.00786007
2150 0.00251902 0.000557178 -0.00778806
2152 0.00250813 0.000620964 -0.0077251
2154 0.00258679 0.000685161 -0.00771346
2156 0.00284708 0.000688088 -0.00780461
2158 0.00332867 0.000569854 -0.00802577
2160 0.00389856 0.000347001 -0.00834574
2162 0.00433612 0.000103039 -0.00869559
2164 0.00454269 -0.000104492 -0.00902379
2166 0.00459105 -0.000295658 -0.00931496
2168 0.00457578 -0.000508751 -0.00956779
2170 0.00453677 -0.000756709 -0.00978002
2172 0.00447958 -0.00103712 -0.00994997
2174 0.00439863 -0.001345 -0.0100792
2176 0.00428693 -0.00167656 -0.0101724
2178 0.00413932 -0.00202845 -0.0102366
2180 0.00395232 -0.00239581 -0.0102796
2182 0.00372286 -0.00277102 -0.0103088
2184 0.00344836 -0.00314374 -0.0103305
2186 0.00312837 -0.00350246 -0.0103486
2188 0.00276133 -0.00383922 -0.0103674
2190 0.00236309 -0.00416141 -0.0103911
2192 0.00197704 -0.00451616 -0.0104223
2194 0.00166745 -0.00496997 -0.0104646
2196 0.00144159 -0.0055112 -0.0105133
2198 0.00120501 -0.0060063 -0.0105547
2200 0.000853076 -0.00631767 -0.0105799
2202 0.000379107 -0.00642958 -0.0105956
2204 -0.000142441 -0.00641685 -0.0106174
2206 -0.000629966 -0.00634602 -0.0106685
2208 -0.00100634 -0.006251 -0.0107873
2210 -0.00120881 -0.00614719 -0.0110135
2212 -0.00123815 -0.0060378 -0.0113488
2214 -0.00115204 -0.00591823 -0.011756
2216 -0.00100488 -0.00578204 -0.0122006
2218 -0.000831559 -0.00562271 -0.0126645
2220 -0.000661147 -0.00543422 -0.0131348
2222 -0.000535703 -0.00520952 -0.0135868
2224 -0.000516979 -0.00494062 -0.0139751
2226 -0.000650029 -0.00462196 -0.0142591
2228 -0.000911385 -0.00425448 -0.014446
2230 -0.00123617 -0.00384474 -0.0145751
2232 -0.00157518 -0.00340077 -0.0146768
2234 -0.00190491 -0.00293141 -0.0147636
2236 -0.00221473 -0.00244752 -0.0148373
2238 -0.00249817 -0.0019584 -0.0148952
2240 -0.00275306 -0.00147462 -0.0149297
2242 -0.0029816 -0.00100667 -0.0149333
2244 -0.00318854 -0.000564999 -0.0149038
2246 -0.00338244 -0.000157048 -0.0148436
2248 -0.00357816 0.000212572 -0.0147558
2250 -0.00378778 0.000543351 -0.0146448
2252 -0.00401633 0.000839629 -0.0145159
2254 -0.0042633 0.00110958 -0.0143722
2256 -0.0045209 0.00136073 -0.0142151
2258 -0.00477972 0.00159939 -0.014045
2260 -0.00502995 0.00182999 -0.0138613
2262 -0.00525954 0.00205561 -0.0136633
2264 -0.00545509 0.00227665 -0.0134486
2266 -0.00559834 0.00249472 -0.0132152
2268 -0.00567307 0.00270855 -0.0129603
2270 -0.00567001 0.00291562 -0.0126832
2272 -0.00558985 0.00311084 -0.012387
2274 -0.00544278 0.00328981 -0.0120803
2276 -0.00524466 0.00344663 -0.0117756
2278 -0.00501267 0.0035736 -0.0114883
2280 -0.00476201 0.00366138 -0.0112356
2282 -0.00450434 0.00369978 -0.0110347
2284 -0.00424661 0.00367885 -0.0109013
2286 -0.00399031 0.00359095 -0.0108464
2288 -0.00373301 0.00343356 -0.0108735
2290 -0.00347154 0.003211 -0.010977
2292 -0.00320472 0.00293321 -0.0111407
2294 -0.00293391 0.00261603 -0.0113425
2296 -0.00265781 0.00227769 -0.0115556
2298 -0.00236611 0.00193654 -0.0117513
2300 -0.00203767 0.00160946 -0.0119023
2302 -0.00164726 0.00130965 -0.0119866
2304 -0.00118002 0.00104318 -0.0119925
2306 -0.000643862 0.000812477 -0.0119233
2308 -7.41956e-05 0.000617721 -0.0117963
2310 0.000470114 0.000459123 -0.0116386
2312 0.000922382 0.000337138 -0.0114792
2314 0.00123561 0.000251323 -0.0113362
2316 0.0014029 0.000198876 -0.0112126
2318 0.0014505 0.00017423 -0.0110979
2320 0.00142131 0.000175206 -0.0109781
2322 0.00136174 0.000195358 -0.0108383
2324 0.00131845 0.000231129 -0.0106664
2326 0.00133348 0.000280063 -0.0104545
2328 0.00143388 0.000340282 -0.010201
2330 0.00162389 0.000409063 -0.00991315
2332 0.00188815 0.000481605 -0.00960363
2334 0.0022005 0.000550447 -0.00928592
2336 0.00253304 0.000606295 -0.00897067
2338 0.00286574 0.000641557 -0.00866395
2340 0.00319046 0.000654319 -0.00836815
2342 0.00350501 0.000644784 -0.00808368
2344 0.00380925 0.000614633 -0.00781748
2346 0.00409528 0.000563861 -0.00758021
2348 0.00434879 0.000488549 -0.00738863
2350 0.00455287 0.000382064 -0.00726269
2352 0.0046927 0.000239318 -0.00721465
2354 0.00477003 6.10917e-05 -0.0072468
2356 0.00479989 -0.000145362 -0.00734837
2358 0.00479942 -0.000369378 -0.00750241
2360 0.00478362 -0.000601213 -0.00769096
2362 0.00476173 -0.000833141 -0.00789926
2364 0.00473864 -0.00105898 -0.00811591
2366 0.00471639 -0.00127394 -0.00833252
2368 0.00469541 -0.00147414 -0.00854264
2370 0.00467491 -0.00165683 -0.00874141
2372 0.00465311 -0.00182027 -0.00892501
2374 0.00462718 -0.00196393 -0.00909061
2376 0.00459578 -0.00208546 -0.00923443
2378 0.00455456 -0.00218642 -0.00935567
2380 0.00449925 -0.00226886 -0.00945479
2382 0.00442621 -0.00233515 -0.00953438
2384 0.00433275 -0.00238904 -0.00960097
2386 0.0042175 -0.00243581 -0.00966566
2388 0.00408018 -0.00248125 -0.00974216
2390 0.00392202 -0.00253136 -0.00984436
2392 0.00374568 -0.00259145 -0.00998285
2394 0.00355297 -0.00266389 -0.0101628
2396 0.00334802 -0.00274968 -0.0103797
2398 0.00313677 -0.00284237 -0.0106229
2400 0.00292695 -0.0029366 -0.0108729
2402 0.00272875 -0.00302674 -0.0111051
2404 0.00255047 -0.00310521 -0.0112995
2406 0.00239654 -0.00316591 -0.0114413
2408 0.00226496 -0.00320521 -0.0115243
2410 0.00214771 -0.00322191 -0.0115508
2412 0.00203378 -0.00321693 -0.0115292
2414 0.00191261 -0.00319269 -0.0114697
2416 0.00177691 -0.00315123 -0.0113804
2418 0.00162231 -0.00309538 -0.0112679
2420 0.0014477 -0.00302805 -0.0111373
2422 0.00125466 -0.00295219 -0.0109924
2424 0.00104675 -0.00287101 -0.010838
2426 0.000829125 -0.00278817 -0.0106793
2428 0.000608268 -0.00270764 -0.0105223
2430 0.000391753 -0.00263386 -0.010373
2432 0.000186512 -0.00257161 -0.0102371
2434 -1.63581e-06 -0.00252624 -0.0101212
2436 -0.000168817 -0.00250517 -0.0100326
2438 -0.000312492 -0.00251163 -0.00998062
2440 -0.000432194 -0.00254919 -0.00997477
2442 -0.000529219 -0.00262085 -0.0100239
2444 -0.000605812 -0.00272768 -0.0101343
2446 -0.000664479 -0.00286853 -0.0103076
2448 -0.000710009 -0.00304299 -0.010538
2450 -0.000742986 -0.00324491 -0.0108186
2452 -0.000763585 -0.00346722 -0.0111404
2454 -0.000772006 -0.00370372 -0.0114929
2456 -0.000768347 -0.00394904 -0.0118666
2458 -0.000750238 -0.00419486 -0.0122518
2460 -0.000716734 -0.00443569 -0.0126408
2462 -0.000667154 -0.00466656 -0.0130262
2464 -0.000600207 -0.00488093 -0.0133981
2466 -0.000516603 -0.00507416 -0.0137477
2468 -0.000419266 -0.00524118 -0.0140672
2470 -0.000309487 -0.00538028 -0.0143469
2472 -0.000189121 -0.00549138 -0.0145796
2474 -5.95565e-05 -0.00557665 -0.0147622
2476 7.96509e-05 -0.00564004 -0.0148947
2478 0.000230964 -0.00568512 -0.0149784
2480 0.000394542 -0.00571371 -0.0150133
2482 0.000576664 -0.00572216 -0.0149952
2484 0.00077658 -0.00570455 -0.0149189
2486 0.000985026 -0.00565394 -0.014781
2488 0.00119176 -0.00556155 -0.0145781
2490 0.00138527 -0.0054199 -0.0143098
2492 0.00155855 -0.00522384 -0.0139779
2494 0.00170787 -0.00497262 -0.0135882
2496 0.00183121 -0.00467102 -0.0131509
2498 0.00192699 -0.00432835 -0.0126806
2500 0.00199498 -0.00395547 -0.0121933
2502 0.00203684 -0.00356217 -0.0117039
2504 0.00205551 -0.00315627 -0.0112254
2506 0.00205388 -0.00274471 -0.0107682
2508 0.00203343 -0.00233405 -0.0103399
2510 0.00199533 -0.00193056 -0.0099451
2512 0.00194094 -0.00153962 -0.00958529
