Box size: max: 28.496098 min: 3.5039283 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Conductivity
3744      1.872          4.411713013229368e-05    0.03138961030495081    18.515405998863454
3746      1.873          4.4123598252828784e-05    0.03143373066914338    18.541430739148755
3748      1.874          4.415289863316173e-05    0.031477868917586374    18.567466028598393
3750      1.875          4.4205900320200324e-05    0.03152204831706305    18.5935255913056
3752      1.876          4.42830339333342e-05    0.03156629278418982    18.619623534672748
3754      1.877          4.4384332945841904e-05    0.03161062646762941    18.645774102976542
3756      1.878          4.450967340366611e-05    0.031655073470804165    18.67199151380829
3758      1.879          4.465953120318382e-05    0.03169965807310759    18.69829008855726
3760      1.88          4.483097819012814e-05    0.031744403327804246    18.724683425371015
3762      1.881          4.501784834460695e-05    0.03178932774107161    18.751182440262415
3764      1.882          4.521699011224785e-05    0.03183444516030004    18.777795301222447
3766      1.883          4.542713795593724e-05    0.03187976722433413    18.804528873514208
3768      1.884          4.564741739539992e-05    0.031925304502009796    18.83138939124784
3770      1.885          4.587684615535439e-05    0.031971066633785176    18.858382540922626
3772      1.886          4.61146689796601e-05    0.032017062391352685    18.885513496589613
3774      1.887          4.636112426840058e-05    0.032063300287976715    18.912787279864087
3776      1.888          4.661852419878694e-05    0.03210979011221031    18.94020966460026
3778      1.889          4.6891452577609255e-05    0.03215654510059851    18.967788458477262
3780      1.89          4.7185562117901417e-05    0.032203583607946264    18.995534488219683
3782      1.891          4.750559225812386e-05    0.032250929185134274    19.02346164549784
3784      1.892          4.7854102040268094e-05    0.03229860903228347    19.051585974514822
3786      1.893          4.823131133828793e-05    0.03234665173897275    19.079924339056287
3788      1.894          4.863538281897931e-05    0.032395085086051385    19.108493125872457
3790      1.895          4.9062808655693106e-05    0.03244393418178872    19.13730714527146
3792      1.896          4.950883140002415e-05    0.03249322000181658    19.16637876989303
3794      1.897          4.996768328791428e-05    0.03254295825916055    19.195717268187614
3796      1.898          5.043297865579975e-05    0.032593158590132405    19.225328324208743
3798      1.899          5.0898323789668904e-05    0.03264382424135514    19.255213853002257
3800      1.9          5.13579748980271e-05    0.032694952390698986    19.28537218991294
3802      1.901          5.180775363394242e-05    0.03274653525496497    19.315798743960297
3804      1.902          5.224530529527957e-05    0.03279856178442959    19.34648699737889
3806      1.903          5.2669852091790796e-05    0.03285101936312312    19.377429508540768
3808      1.904          5.30816473262696e-05    0.03290389511283215    19.408618681131504
3810      1.905          5.348163423930493e-05    0.03295717675361494    19.44004727173186
3812      1.906          5.387149618209526e-05    0.03301085331882564    19.471708811580402
3814      1.907          5.425355692855219e-05    0.03306491584538096    19.503598013732695
3816      1.908          5.4630122387082074e-05    0.03311935768503878    19.53571095667135
3818      1.909          5.500212180937772e-05    0.033174173807137004    19.568044673021177
3820      1.91          5.5368511995725624e-05    0.033229359124039556    19.60059616180043
3822      1.911          5.5726921077260146e-05    0.03328490684057605    19.633361414824954
3824      1.912          5.607444537112888e-05    0.03334080752380024    19.666334867997975
3826      1.913          5.640799317506071e-05    0.03339704874307334    19.69950918901044
3828      1.914          5.6724433877646506e-05    0.033453614956599695    19.732875210413187
3830      1.915          5.7020481336234935e-05    0.03351048741420663    19.766421872270904
3832      1.916          5.7292915638724516e-05    0.03356764411269411    19.80013619582475
3834      1.917          5.753884525007677e-05    0.033625059993138515    19.834003399873556
3836      1.918          5.7756334579511856e-05    0.033682707583053306    19.868007279557272
3838      1.919          5.794479310580405e-05    0.033740558146895964    19.902130884992445
3840      1.92          5.810536866001461e-05    0.03379858322777887    19.936357430662387
3842      1.921          5.824059415902511e-05    0.03385675620918839    19.97067121660931
3844      1.922          5.83542681711406e-05    0.03391505364035348    20.005058410213373
3846      1.923          5.845123867892509e-05    0.03397345639377851    20.03950772897237
3848      1.924          5.853708797944629e-05    0.0340319505571077    20.07401096657494
3850      1.925          5.861813870558451e-05    0.03409052817045021    20.108563427817508
3852      1.926          5.870119931707649e-05    0.03414918783946154    20.143164290235106
3854      1.927          5.8793376200301364e-05    0.03420793512722023    20.17781683525293
3856      1.928          5.890187829981731e-05    0.03426678275447029    20.212528566300854
3858      1.929          5.903336829948977e-05    0.03432575037776994    20.247311077952773
3860      1.93          5.9192312530132516e-05    0.03438486321818475    20.282179247050543
3862      1.931          5.9379342613128645e-05    0.034444149045756385    20.317149453969435
3864      1.932          5.9591203001282646e-05    0.03450363431856359    20.352237305213155
3866      1.933          5.982217123948289e-05    0.03456334100568397    20.38745575941316
3868      1.934          6.006574971580678e-05    0.03462328496616161    20.422814171150065
3870      1.935          6.031557050492887e-05    0.034683475626271984    20.45831810058583
3872      1.936          6.056551753308087e-05    0.03474391617029099    20.49396942599039
3874      1.937          6.080936498804622e-05    0.03480460361155155    20.529766385654913
3876      1.938          6.104037663348785e-05    0.034865528482362323    20.56570339498796
3878      1.939          6.125106952370271e-05    0.03492667420544092    20.601770675750466
3880      1.94          6.143338212144258e-05    0.034988016431263494    20.63795386518623
3882      1.941          6.157920578894657e-05    0.035049522725218676    20.67423383148725
3884      1.942          6.16809912298787e-05    0.03511115282372809    20.71058682486837
3886      1.943          6.173226986636081e-05    0.035172859454276215    20.7469849612683
3888      1.944          6.172811499213927e-05    0.035234589646705464    20.783396995827243
3890      1.945          6.166567510296465e-05    0.035296286541753014    20.819789389666376
3892      1.946          6.154436645844156e-05    0.035357891562533716    20.856127590753985
3894      1.947          6.136633412495375e-05    0.03541934691282542    20.892377507538512
3896      1.948          6.113692049073446e-05    0.03548059854013326    20.92850725673508
3898      1.949          6.086396195042299e-05    0.03554159898135384    20.964488841862646
3900      1.95          6.055589225195485e-05    0.03560230890845503    21.000299064975316
3902      1.951          6.0218452684136336e-05    0.03566269608092308    21.035918908755058
3904      1.952          5.9852316147603914e-05    0.03572273146533895    21.071331247613635
3906      1.953          5.9452833224474544e-05    0.035782384040024984    21.10651778317299
3908      1.954          5.901196564859996e-05    0.03584161643946153    21.14145647509047
3910      1.955          5.852123036365655e-05    0.03590038303746765    21.176120410408068
3912      1.956          5.797460832080922e-05    0.03595863095680989    21.210478399077985
3914      1.957          5.736947901348771e-05    0.036016303000477035    21.2444967029979
3916      1.958          5.670676258370992e-05    0.03607334112127564    21.27814108257886
3918      1.959          5.5991195572254775e-05    0.03612969010035362    21.311378966551118
3920      1.96          5.523016706340298e-05    0.036185300781671446    21.34418135984208
3922      1.961          5.4430388703628874e-05    0.03624013105955496    21.376523426092056
3924      1.962          5.359652636822554e-05    0.036294144517090884    21.408383684501263
3926      1.963          5.2732052639367416e-05    0.03634730880659468    21.439743054536155
3928      1.964          5.184208865153027e-05    0.036399595877240135    21.470584990198514
3930      1.965          5.093476829065452e-05    0.036450984305711226    21.500896854778613
3932      1.966          5.001984802988023e-05    0.036501461613871494    21.530671287950526
3934      1.967          4.9105531437572326e-05    0.03655102430360522    21.55990622632346
3936      1.968          4.819590168528357e-05    0.036599675020166644    21.58860323022122
3938      1.969          4.7290439251160214e-05    0.03664741819063487    21.61676491099088
3940      1.97          4.6384413847048165e-05    0.03669425561718397    21.644392331658853
3942      1.971          4.5470625598955875e-05    0.036740183136906975    21.67148303670205
3944      1.972          4.454054499684501e-05    0.036785188722204876    21.698029931547563
3946      1.973          4.358472656361421e-05    0.03682925135798511    21.72402062027944
3948      1.974          4.2593489270027444e-05    0.036872340465901925    21.74943706602241
3950      1.975          4.155836945256315e-05    0.036914416395263216    21.774255880507052
3952      1.976          4.047444724897252e-05    0.03695543280361399    21.79844972827553
3954      1.977          3.934210693879183e-05    0.03699534108070787    21.821989936195592
3956      1.978          3.816675617232753e-05    0.03703409551226343    21.844849539342473
3958      1.979          3.695668722049164e-05    0.037071657233959845    21.86700561329398
3960      1.98          3.5720349017478625e-05    0.03710799575207882    21.88844017109299
3962      1.981          3.446406016364846e-05    0.03714308795666939    21.90913958115502
3964      1.982          3.3190644157766846e-05    0.03717691530883009    21.929092908164726
3966      1.983          3.1899424977066105e-05    0.03720946034339752    21.948289850159508
3968      1.984          3.058875316817764e-05    0.037240704432470136    21.966719419326633
3970      1.985          2.9259247230806877e-05    0.03727062843266962    21.98437032379537
3972      1.986          2.7915204820295337e-05    0.03729921565869518    22.001232721611153
3974      1.987          2.6562410169177144e-05    0.037326454466189915    22.01729974425942
3976      1.988          2.5205381779173078e-05    0.03735233836216409    22.032567561799627
3978      1.989          2.384698027411167e-05    0.03737686454319073    22.047034520608552
3980      1.99          2.2491259525299094e-05    0.037400033663090436    22.060701006347358
3982      1.991          2.1147606271488002e-05    0.037421853095988826    22.073571368701458
3984      1.992          1.9831471851995553e-05    0.03744234263505057    22.08565728282311
3986      1.993          1.857020163525875e-05    0.0374615434717942    22.096983045850187
3988      1.994          1.7406310659329996e-05    0.037479531727941495    22.107593558772873
3990      1.995          1.6394954614520003e-05    0.03749643236057842    22.11756252850108
3992      1.996          1.5590952399024e-05    0.03751242531408519    22.126996096628307
3994      1.997          1.50335445323275e-05    0.037527737562550866    22.136028145587915
3996      1.998          1.472049801614e-05    0.0375426145838251    22.144803472400522
3998      1.999          1.4594511814770002e-05    0.03755727208874055    22.153449315780012
4000      2.0          1.4536592562230001e-05    0.03757183764092906    22.162040920127687
Chunk 2 of size 2ps
Start time: 0.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Conductivity
0      0.0          8.613384586579643e-05    0.0    0.0
2      0.001          8.60889201721329e-05    8.611138301896466e-05    0.05079346962992714
4      0.002          8.590907886965222e-05    0.00017211038253985722    0.10152064897863822
6      0.003          8.560158940447108e-05    0.0002578657166769189    0.15210410040382086
8      0.004          8.517704862037665e-05    0.00034325503568934275    0.20247165495839706
10      0.005          8.464792947120557e-05    0.00042816752473513384    0.25255794764514955
12      0.006          8.402740804491517e-05    0.0005125051934931942    0.30230517811034785
14      0.007          8.332855064629038e-05    0.000596183172838797    0.3516632856400862
16      0.008          8.256371786132751e-05    0.000679129307092606    0.4005897086451938
18      0.009          8.174414505397027e-05    0.0007612832385502549    0.4490488446638801
20      0.01          8.087968892873311e-05    0.0008425951555416066    0.49701131189474307
22      0.011          7.997874392005773e-05    0.000923024371966002    0.5444531113245774
24      0.012          7.904830765105743e-05    0.0010025378977515597    0.5913547835026641
26      0.013          7.809415179244928e-05    0.001081109127473313    0.6377006350119702
28      0.014          7.712103505327784e-05    0.0011587167208961765    0.6834780781487015
30      0.015          7.613289298178805e-05    0.0012353436849137094    0.7286770893967369
32      0.016          7.513296365836952e-05    0.0013109766132337881    0.7732897609503028
34      0.017          7.412387169831505e-05    0.0013856050309121303    0.8173099140819691
36      0.018          7.310774111226288e-05    0.0014592208373174192    0.8607327705712923
38      0.019          7.208641445649495e-05    0.0015318179151017981    0.9035547220530168
40      0.02          7.106170937117838e-05    0.0016033919770156349    0.9457732396595722
42      0.021          7.003554430755254e-05    0.0016739406038550004    0.9873868964046878
44      0.022          6.900989762359488e-05    0.001743463324820574    1.0283954145837195
46      0.023          6.798671674549391e-05    0.0018119616320051185    1.0687996743191985
48      0.024          6.696785239536407e-05    0.0018794389165755477    1.1086016759173287
50      0.025          6.595503543529114e-05    0.0019459003604908752    1.1478044759969748
52      0.026          6.49498699196435e-05    0.0020113528131683427    1.1864121147402176
54      0.027          6.395384346862183e-05    0.0020758046698624755    1.2244295441532937
56      0.028          6.296830620694158e-05    0.002139265744700257    1.261862553175405
58      0.029          6.199443427917049e-05    0.002201747114943313    1.2987176758155552
60      0.03          6.103318322457204e-05    0.002263260923695184    1.3350020747778992
62      0.031          6.008523146861739e-05    0.002323820131041779    1.3707233946700008
64      0.032          5.915091260732002e-05    0.0023834382030797478    1.4058895785737997
66      0.033          5.823016431119404e-05    0.0024421287415390047    1.440508649575572
68      0.034          5.732250393361218e-05    0.002499905075661408    1.4745884700323921
70      0.035          5.642701445063929e-05    0.0025567798348535334    1.5081364894980467
72      0.036          5.5542363783904765e-05    0.0026127645239708056    1.5411594942010696
74      0.037          5.466688913020043e-05    0.0026678691504278583    1.573663387092888
76      0.038          5.379874231235838e-05    0.002722101966149138    1.605653035635376
78      0.039          5.29360643178417e-05    0.002775469369464238    1.6371322139330535
80      0.04          5.2077152138522005e-05    0.0028279759776924196    1.6681036455476321
82      0.041          5.122060042317734e-05    0.002879624853973269    1.6985691372958418
84      0.042          5.0365405208961935e-05    0.002930417856789339    1.728529785418084
86      0.043          4.9511011453095546e-05    0.002980356065120368    1.757986226358958
88      0.044          4.865731839018478e-05    0.003029440230042008    1.7869389031462835
90      0.045          4.780465133789837e-05    0.0030776712149060497    1.815388325034835
92      0.046          4.69537028875601e-05    0.003125050392018779    1.8433353014901583
94      0.047          4.610544839592147e-05    0.0031715799676605197    1.8707811339038785
96      0.048          4.5261032525887785e-05    0.0032172632081214235    1.897727748922668
98      0.049          4.4421651958370964e-05    0.003262104550363553    1.9241777637231405
100      0.05          4.358844091592157e-05    0.0033061095968006994    1.9501344829326843
102      0.051          4.2762407679367324e-05    0.003349285021098344    1.9756018430648359
104      0.052          4.1944426365111494e-05    0.0033916384381205834    2.000584335806463
106      0.053          4.113529347885599e-05    0.003433178298042567    2.02508694555916
108      0.054          4.0335805387968305e-05    0.003473913847475979    2.0491151265088114
110      0.055          3.954682677578529e-05    0.003513855163557856    2.0726748227331457
112      0.056          3.876934040462681e-05    0.003553013247148062    2.0957725231749937
114      0.057          3.800448303825019e-05    0.0035914001588695003    2.1184153418866636
116      0.058          3.725356514967915e-05    0.003629029182963465    2.1406111146812967
118      0.059          3.651804980767938e-05    0.0036659149904421443    2.1623684953696434
120      0.06          3.57995076761427e-05    0.003702073769184055    2.183697032497865
122      0.061          3.5099555579462336e-05    0.0037375233008118576    2.2046072146945135
124      0.062          3.441980509269386e-05    0.0037722829811479355    2.2251104827364134
126      0.063          3.3761820518908695e-05    0.003806373793953737    2.2452192140586087
128      0.064          3.312707848595218e-05    0.003839818243456168    2.26494668295453
130      0.065          3.251693350216736e-05    0.003872640249450228    2.2843069987014664
132      0.066          3.193259276468338e-05    0.0039048650125836533    2.3033150260976676
134      0.067          3.137510236493054e-05    0.00393651886014846    2.3219862945012797
136      0.068          3.084529889480309e-05    0.003967629060778327    2.340336888528159
138      0.069          3.034375984311923e-05    0.003998223590147288    2.358383309847417
140      0.07          2.9870748655927776e-05    0.004028330844396812    2.376142308144156
142      0.071          2.9426161036940628e-05    0.004057979299243246    2.3936306800413414
144      0.072          2.9009498026876354e-05    0.0040871971287751545    2.4108650442444404
146      0.073          2.861989382582955e-05    0.004116011824701508    2.427861616952005
148      0.074          2.8256161148869712e-05    0.004144449852188857    2.4446360088485517
150      0.075          2.7916863166066877e-05    0.004172536364346326    2.461203056691306
152      0.076          2.7600379270744822e-05    0.004200294985564732    2.477576695511104
154      0.077          2.7304967593410514e-05    0.004227747658996809    2.493769868647406
156      0.078          2.7028851862278447e-05    0.004254914568724654    2.5097944818381657
158      0.079          2.677035011250512e-05    0.004281814169712046    2.525661420887435
160      0.08          2.6528005571103086e-05    0.004308463347553849    2.541380645894796
162      0.081          2.6300672340048516e-05    0.004334877686509425    2.556961349356953
164      0.082          2.6087504626315265e-05    0.004361071774992607    2.5724121363633707
166      0.083          2.588788086353667e-05    0.004387059467737532    2.587741179236838
168      0.084          2.5701293765520932e-05    0.004412854055052061    2.6029563173689065
170      0.085          2.5527278713403913e-05    0.004438468341291523    2.618065103508247
172      0.086          2.5365371017726692e-05    0.004463914666157088    2.633074816323656
174      0.087          2.521510252494109e-05    0.004489204902928422    2.647992459361575
176      0.088          2.507601820829697e-05    0.004514350463295042    2.662824763895903
178      0.089          2.4947697348324e-05    0.004539362321073353    2.677578202917674
180      0.09          2.4829773946867788e-05    0.004564251056720948    2.6922590173921668
182      0.091          2.4721955630913926e-05    0.004589026921509839    2.7068732541119807
184      0.092          2.4624040885136863e-05    0.004613699919767865    2.721426814207773
186      0.093          2.453592383173071e-05    0.0046382799021262985    2.7359255081510847
188      0.094          2.4457589288717266e-05    0.004662776658686522    2.750375110709429
190      0.095          2.4389110949442474e-05    0.004687200008805602    2.764781413907014
192      0.096          2.4330670256813537e-05    0.00471155989940873    2.779150285015098
194      0.097          2.428258558754007e-05    0.004735866527330907    2.793487738716186
196      0.098          2.4245307834083625e-05    0.0047601304740417195    2.807800016572487
198      0.099          2.421935089083473e-05    0.004784362803404179    2.822093644689729
200      0.1          2.4205188899567835e-05    0.00480857507329938    2.8363754405740504
202      0.101          2.4203134549392097e-05    0.00483277923502386    2.8506524537907523
204      0.102          2.421323311626396e-05    0.004856987418856688    2.8649318394793744
206      0.103          2.423520221797075e-05    0.004881211636523806    2.8792206828499713
208      0.104          2.426842942449195e-05    0.004905463452345036    2.8935258052066164
210      0.105          2.4312021903915822e-05    0.00492975367800924    2.907853583908152
212      0.106          2.4364888082045812e-05    0.0049540921330022206    2.9222098110547186
214      0.107          2.442581088363317e-05    0.00497848748248506    2.936599597859039
216      0.108          2.4493497344252323e-05    0.005002947136599003    2.9510273152506117
218      0.109          2.456661637010366e-05    0.005027477193456181    2.9654965602483494
220      0.11          2.4643839409570865e-05    0.005052082421346018    2.9800101454648895
222      0.111          2.4723890587924127e-05    0.0050767662863447655    2.9945701153922917
224      0.112          2.4805607567076308e-05    0.005101531035422266    3.009177795423209
226      0.113          2.4888000214495217e-05    0.005126377839313052    3.023833876124519
228      0.114          2.497029038640449e-05    0.0051513069846135014    3.038538526547327
230      0.115          2.5051920091354263e-05    0.005176318089852381    3.0532915216778567
232      0.116          2.5132540363798245e-05    0.005201410320079957    3.068092369014507
234      0.117          2.5211988151419132e-05    0.005226582584337566    3.0829404250468175
236      0.118          2.529026819709688e-05    0.005251833712511824    3.0978349995743004
238      0.119          2.536754980201035e-05    0.005277162621511377    3.1127754537270884
240      0.12          2.544416719792499e-05    0.0053025684800113455    3.127761297141729
242      0.121          2.5520611152814845e-05    0.005328050869186716    3.1427922827710284
244      0.122          2.5597498040155594e-05    0.005353609923783201    3.1578684900957943
246      0.123          2.567547935559479e-05    0.005379246412481076    3.17299037252807
248      0.124          2.5755104988706764e-05    0.005404961704653227    3.188158737803114
250      0.125          2.5836673859659822e-05    0.00543075759407741    3.2033746439946986
252      0.126          2.5920130194245656e-05    0.005456635996104363    3.218639220887368
254      0.127          2.6004999210328567e-05    0.005482598560806649    3.233953441789269
256      0.128          2.6090386924403066e-05    0.005508646253874015    3.2493178763200152
258      0.129          2.6175037338392312e-05    0.005534778966005413    3.264732460007534
260      0.13          2.6257441566918538e-05    0.005560995205458068    3.2801963129357357
262      0.131          2.6335944136588166e-05    0.005587291898309822    3.295707621927706
264      0.132          2.640884723178848e-05    0.0056136642939940105    3.3112635848247165
266      0.133          2.6474491048102883e-05    0.005640105963133956    3.326860409208882
268      0.134          2.653130725085001e-05    0.005666608862283432    3.34249335059083
270      0.135          2.657787458159448e-05    0.005693163453199654    3.3581567827638006
272      0.136          2.6612964967883406e-05    0.005719758872974393    3.3738442981568104
274      0.137          2.6635557377025483e-05    0.005746383134146848    3.389548825872786
276      0.138          2.6644817924115886e-05    0.005773023321797419    3.405262747945862
278      0.139          2.6640086752429688e-05    0.005799665774135691    3.420978005862609
280      0.14          2.6620895562318076e-05    0.005826296265293065    3.4366862083836884
282      0.141          2.658702132525582e-05    0.005852900223736852    3.452378760377108
284      0.142          2.653854274737154e-05    0.005879463005773166    3.468047024146031
286      0.143          2.6475871067533096e-05    0.005905970212680618    3.4836825064925554
288      0.144          2.6399702897465725e-05    0.005932407999663118    3.4992770409559295
290      0.145          2.6310905535101087e-05    0.005958763303879401    3.5148229223175433
292      0.146          2.6210450688436032e-05    0.00598502398199117    3.530312987734767
294      0.147          2.609941248688723e-05    0.006011178913578831    3.545740677741536
296      0.148          2.5978957537403013e-05    0.006037218098590977    3.5611000937296775
298      0.149          2.58502725351668e-05    0.006063132713627262    3.576386031147811
300      0.15          2.571446669791157e-05    0.006088915083243801    3.5915939625756086
302      0.151          2.55725130293526e-05    0.006114558573107432    3.6067199747000083
304      0.152          2.5425238225097893e-05    0.006140057448734658    3.6217606849912776
306      0.153          2.527333705432418e-05    0.0061654067363743695    3.6367131596436058
308      0.154          2.5117399183836085e-05    0.006190602104493449    3.651574843668463
310      0.155          2.4957911906308015e-05    0.006215639760038522    3.6663434997037885
312      0.156          2.4795271463563727e-05    0.006240516351723457    3.6810171509673686
314      0.157          2.4629794679198274e-05    0.006265228884794838    3.695594030980587
316      0.158          2.446173799376774e-05    0.006289774651131321    3.710072542336987
318      0.159          2.4291319290189203e-05    0.006314151179773299    3.72445122752181
320      0.16          2.4118696145207806e-05    0.006338356187490997    3.738728739754197
322      0.161          2.3943928770501148e-05    0.006362387499948852    3.7529037964853904
324      0.162          2.3766939740071708e-05    0.006386242934204138    3.7669751100896294
326      0.163          2.3587525465114284e-05    0.006409920166806731    3.7809413100617713
328      0.164          2.3405361059876784e-05    0.006433416610069227    3.794800870034255
330      0.165          2.3220025501704648e-05    0.006456729303350018    3.8085520436495814
332      0.166          2.303105188860255e-05    0.006479854842045172    3.822192822675617
334      0.167          2.2838012462972302e-05    0.006502789374220959    3.8357209350192645
336      0.168          2.2640569540814948e-05    0.0065255286652228526    3.849133882836586
338      0.169          2.2438479238736827e-05    0.006548068189612628    3.862428996762615
340      0.17          2.22315880199245e-05    0.006570403223241959    3.875603490221685
342      0.171          2.201984159059452e-05    0.006592528938047218    3.88865451534288
344      0.172          2.1803298203068143e-05    0.006614440507944051    3.9015792254227737
346      0.173          2.1582102302765354e-05    0.006636133208196967    3.9143748335393567
348      0.174          2.1356460703797848e-05    0.0066576024897002485    3.9270386563672064
350      0.175          2.112662210167988e-05    0.006678844031102988    3.93956814492385
352      0.176          2.0892920257691383e-05    0.006699853802282673    3.9519609220101506
354      0.177          2.0655868000449526e-05    0.006720628196411744    3.964214860110793
356      0.178          2.041615968210708e-05    0.006741164210253022    3.9763281877429475
358      0.179          2.0174619634467854e-05    0.006761459599911309    3.988299581327565
360      0.18          1.9932157221759186e-05    0.006781512988339422    4.000128228602644
362      0.181          1.968973769817929e-05    0.006801323935799392    4.0118138701853185
364      0.182          1.9448329105744007e-05    0.006820892969201353    4.023356816877635
366      0.183          1.9208839091491462e-05    0.0068402215532999714    4.034757932676535
368      0.184          1.897210084517016e-05    0.0068593120232683024    4.046018595002025
370      0.185          1.8738888490073736e-05    0.006878167517935924    4.0571406553171645
372      0.186          1.8509900445142333e-05    0.006896791912403532    4.068126399380269
374      0.187          1.8285677075620927e-05    0.006915189701163914    4.078978478302894
376      0.188          1.8066522756423235e-05    0.006933365801079935    4.08969979233488
378      0.189          1.78524804496499e-05    0.006951325302682972    4.100293344165787
380      0.19          1.7643322955212534e-05    0.006969073204385404    4.110762082148068
382      0.191          1.7438484142877625e-05    0.006986614107934448    4.121108720658143
384      0.192          1.723705288952938e-05    0.007003951876450652    4.1313355383877415
386      0.193          1.7037902469232658e-05    0.007021089354130033    4.141444213008024
388      0.194          1.6839904991492074e-05    0.007038028257860395    4.151435757238627
390      0.195          1.6642069940906752e-05    0.007054769245326595    4.161310559020084
392      0.196          1.6443611451445552e-05    0.007071312086022771    4.171068482386718
394      0.197          1.6243999884671913e-05    0.00708765589169083    4.180709003392577
396      0.198          1.604300906168536e-05    0.007103799396164009    4.190231375179342
398      0.199          1.5840735533922673e-05    0.007119741268461812    4.199634812657803
400      0.2          1.5637588462505896e-05    0.007135480430460027    4.208918679888002
402      0.201          1.5434186001003565e-05    0.007151016317691782    4.218082643914759
404      0.202          1.5231268506748259e-05    0.007166349044945657    4.227126772447012
406      0.203          1.502967846711209e-05    0.007181479518432588    4.236051600020337
408      0.204          1.4830413084184192e-05    0.0071964095642082365    4.244858203747882
410      0.205          1.4634659588718898e-05    0.007211142100544687    4.253548304995153
412      0.206          1.4443794845795997e-05    0.0072256813277619455    4.262124381353603
414      0.207          1.4259357193987965e-05    0.007240032903781838    4.270589770192468
416      0.208          1.4082991273348251e-05    0.007254204078015505    4.278948747633345
418      0.209          1.3916378353264035e-05    0.007268203762828811    4.287206570704618
420      0.21          1.3761173261687963e-05    0.007282042538636287    4.295369480346165
422      0.211          1.3618950193115678e-05    0.0072957326003636885    4.303444669829876
424      0.212          1.3491173531062561e-05    0.007309287662225777    4.31144022859209
426      0.213          1.3379156878034877e-05    0.007322722827430326    4.31936506537749
428      0.214          1.328401126954175e-05    0.0073360544115041145    4.327228804026557
430      0.215          1.3206556278448146e-05    0.0073492996952781095    4.335041637771964
432      0.216          1.3147210990458482e-05    0.0073624765789125635    4.342814125162583
434      0.217          1.310591676040415e-05    0.007375603142787995    4.350556931051616
436      0.218          1.3082138893593403e-05    0.007388697170614993    4.358280545299196
438      0.219          1.3074947654385266e-05    0.007401775713888982    4.365995025862639
440      0.22          1.308309871897933e-05    0.007414854737075665    4.3737097895063215
442      0.221          1.3105104695470234e-05    0.007427948838782889    4.381433447332727
444      0.222          1.3139319591025855e-05    0.007441071050926137    4.389173686318655
446      0.223          1.3184065232122954e-05    0.0074542327433377124    4.396937213048199
448      0.224          1.3237766951128578e-05    0.007467443659429338    4.404729774748616
450      0.225          1.3299052225644568e-05    0.007480712069017724    4.412556249435671
452      0.226          1.3366798461837313e-05    0.007494044994361466    4.420420779243259
454      0.227          1.3440144959795615e-05    0.007507448466072282    4.428326921374655
456      0.228          1.3518482678317842e-05    0.007520927779891339    4.436277799564008
458      0.229          1.3601428485686893e-05    0.007534487735473341    4.444276244925011
460      0.23          1.368877630251175e-05    0.00754813283786744    4.452324914795977
462      0.231          1.3780427311159901e-05    0.007561867439674276    4.460426376592276
464      0.232          1.3876314035995803e-05    0.007575695810347853    4.468583148684591
466      0.233          1.3976338500387998e-05    0.007589622136616046    4.47679770064695
468      0.234          1.4080344543973409e-05    0.007603650478138227    4.485072427101038
470      0.235          1.418812070620778e-05    0.007617784710763317    4.493409614246514
472      0.236          1.4299423211152836e-05    0.007632028482721997    4.501811414020644
474      0.237          1.4413968993518471e-05    0.007646385178824332    4.510279822979998
476      0.238          1.453138854629472e-05    0.00766085785759424    4.518816645218714
478      0.239          1.4651189822577645e-05    0.007675449146778676    4.527423430733795
480      0.24          1.477276721462512e-05    0.007690161125297277    4.536101405792169
482      0.241          1.4895436276840821e-05    0.00770499522704301    4.544851416186766
484      0.242          1.5018459838634666e-05    0.0077199521751007485    4.5536738884348305
486      0.243          1.5141029055976713e-05    0.007735031919548054    4.562568793089219
488      0.244          1.526221127081166e-05    0.007750233539711448    4.571535587083515
490      0.245          1.5380929864539007e-05    0.007765555110279123    4.580573134757563
492      0.246          1.5496022339184866e-05    0.007780993586380985    4.58967964007103
494      0.247          1.5606349260529954e-05    0.007796544772180843    4.598852628077279
496      0.248          1.5710932144671726e-05    0.007812203412883444    4.608088999194421
498      0.249          1.5809072792571335e-05    0.007827963415352066    4.617385159338326
500      0.25          1.59004399288252e-05    0.007843818171712764    4.626737210803111
502      0.251          1.598510652861966e-05    0.007859760944941487    4.636141179702688
504      0.252          1.6063528495957746e-05    0.007875785262453774    4.645593248132728
506      0.253          1.613647007122313e-05    0.007891885261737366    4.655089958044737
508      0.254          1.6204899629531883e-05    0.007908055946587743    4.664628362388584
510      0.255          1.626989162709697e-05    0.007924293342216056    4.6742061166041236
512      0.256          1.6332551066510978e-05    0.00794059456356286    4.683821518916583
514      0.257          1.6393975028697453e-05    0.007956957826610465    4.693473517009238
516      0.258          1.645522219840394e-05    0.007973382425224017    4.703161694362951
518      0.259          1.6517259454163806e-05    0.007989868666050299    4.712886231855712
520      0.26          1.658087561128177e-05    0.008006417733583023    4.722647828170358
522      0.261          1.664665693348722e-05    0.008023031499855407    4.732447587540257
524      0.262          1.6715009408617394e-05    0.008039712333026458    4.742286906842434
