Box size: max: 28.496098 min: 3.5039283 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Conductivity
1920      0.96          -1.2502352084538531e-05    0.013915967675743893    8.208441865964163
1922      0.961          -1.2575738280601053e-05    0.013903428630561324    8.201045612549807
1924      0.962          -1.2637047348953157e-05    0.013890822237746547    8.193609633610306
1926      0.963          -1.2686482640428027e-05    0.013878160472751856    8.186140992959423
1928      0.964          -1.2724845498355323e-05    0.013865454808682464    8.178646458097585
1930      0.965          -1.2753582994584806e-05    0.013852715594435993    8.171132133402619
1932      0.966          -1.2774543403729966e-05    0.013839951531236837    8.163603151359466
1934      0.967          -1.2789627543272862e-05    0.013827169445763334    8.15606353873749
1936      0.968          -1.2800585055372629e-05    0.013814374339464013    8.148516245680042
1938      0.969          -1.2808804904498565e-05    0.013801569644484077    8.140963296664689
1940      0.97          -1.2815018329790068e-05    0.013788757732866933    8.133406090859697
1942      0.971          -1.28191485681971e-05    0.013775940649417938    8.125845834409429
1944      0.972          -1.2820380251195727e-05    0.013763120885008242    8.118283996573618
1946      0.973          -1.2817344874749148e-05    0.01375030202244527    8.110722690699118
1948      0.974          -1.2808289785802962e-05    0.013737489205114995    8.103164950652186
1950      0.975          -1.2791288161069006e-05    0.013724689416141559    8.095614895482958
1952      0.976          -1.2764448012311741e-05    0.013711911548054869    8.088077770519428
1954      0.977          -1.2726026726106969e-05    0.01369916631068566    8.080559893038624
1956      0.978          -1.2674447542241716e-05    0.013686466073551486    8.073068559296772
1958      0.979          -1.2608325600372565e-05    0.013673824686980179    8.065611939017563
1960      0.98          -1.2526530112506172e-05    0.01366125725912374    8.05819894386207
1962      0.981          -1.2428240657703242e-05    0.013648779873738633    8.050839060959252
1964      0.982          -1.231291388260478e-05    0.01363640929646848    8.043542179654516
1966      0.983          -1.2180229062466842e-05    0.013624162724995944    8.036318444134857
1968      0.984          -1.2030063710642529e-05    0.01361205757860939    8.029178129303125
1970      0.985          -1.186250300126283e-05    0.013600111295253436    8.022131521066703
1972      0.986          -1.1677929145153317e-05    0.013588341079180229    8.015188767487649
1974      0.987          -1.1477109465047387e-05    0.013576763559875128    8.00835967759736
1976      0.988          -1.1261210007415635e-05    0.013565394400138896    8.001653490220798
1978      0.989          -1.103172512493161e-05    0.013554247932572722    7.99507865955435
1980      0.99          -1.0790345070260855e-05    0.013543336897475127    7.988642700562277
1982      0.991          -1.0538848421314912e-05    0.01353267230072934    7.982352105150481
1984      0.992          -1.0279013156394688e-05    0.013522263369940482    7.976212316293676
1986      0.993          -1.0012513414942318e-05    0.013512117606654814    7.970227758837322
1988      0.994          -9.740911503230568e-06    0.013502240894195728    7.964401903105525
1990      0.995          -9.465710730259974e-06    0.013492637583078983    7.958737315283869
1992      0.996          -9.188395730102463e-06    0.013483310529848802    7.953235680327205
1994      0.997          -8.91041633131744e-06    0.013474261123818092    7.947897817732564
1996      0.998          -8.633047273553465e-06    0.013465489392015657    7.942723743443096
1998      0.999          -8.357231165821655e-06    0.013456994252795968    7.937712819441768
2000      1.0          -8.083538542079286e-06    0.013448773867942018    7.932863961441967
2002      1.001          -7.812253547913177e-06    0.013440825971897021    7.928175833087387
2004      1.002          -7.543451133898764e-06    0.013433148119556116    7.923646992113889
2006      1.003          -7.277037036334961e-06    0.013425737875471    7.9192760019533335
2008      1.004          -7.012749697909412e-06    0.013418592982103877    7.915061530979479
2010      1.005          -6.750171319052783e-06    0.013411711521595395    7.911002447928052
2012      1.006          -6.489041842119812e-06    0.01340509191501481    7.907097821454465
2014      1.007          -6.229673806619156e-06    0.01339873255719044    7.903346704735705
2016      1.008          -5.973032762270806e-06    0.013392631203905995    7.899747774003322
2018      1.009          -5.720566208207909e-06    0.013386784404420754    7.89629899381104
2020      1.01          -5.4740128158219074e-06    0.01338118711490874    7.8929973890188405
2022      1.011          -5.235294212685873e-06    0.013375832461394486    7.889838904958781
2024      1.012          -5.006476099604188e-06    0.01337071157623834    7.886818310984583
2026      1.013          -4.789645224248821e-06    0.013365813515576414    7.883929151772932
2028      1.014          -4.5864947349559595e-06    0.013361125445596813    7.881163857199979
2030      1.015          -4.39787659895999e-06    0.013356633259929853    7.87851410651375
2032      1.016          -4.223779827266275e-06    0.013352322431716742    7.875971330933496
2034      1.017          -4.06352602177875e-06    0.013348178778792219    7.873527164998635
2036      1.018          -3.915894549069856e-06    0.013344189068506795    7.871173803327853
2038      1.019          -3.7791727523353404e-06    0.013340341534856092    7.8689043056518715
2040      1.02          -3.651192962265445e-06    0.013336626351998792    7.866712876121698
2042      1.021          -3.52940564013034e-06    0.013333036052697594    7.864595110129278
2044      1.022          -3.4110008909984033e-06    0.01332956584943203    7.8625481837183955
2046      1.023          -3.293038922191325e-06    0.013326213829525434    7.860570968681831
2048      1.024          -3.1725060538593233e-06    0.01332298105703741    7.858664092663421
2050      1.025          -3.0462841046176555e-06    0.013319871661958173    7.856829991770047
2052      1.026          -2.911217266452932e-06    0.013316892911272638    7.855072952489334
2054      1.027          -2.764700257429972e-06    0.013314054952510696    7.853398960420784
2056      1.028          -2.605354353239474e-06    0.01331136992520536    7.851815176162446
2058      1.029          -2.4329825543621357e-06    0.01330885075675156    7.850329225038858
2060      1.03          -2.247820647966937e-06    0.013306510355150396    7.8489487209349535
2062      1.031          -2.049930751699016e-06    0.013304361479450563    7.847681189874932
2064      1.032          -1.8391454589194175e-06    0.013302416941345253    7.846534188935758
2066      1.033          -1.6152228177922997e-06    0.013300689757206897    7.84551539592604
2068      1.034          -1.3779365689887814e-06    0.013299193177513506    7.844632626743384
2070      1.035          -1.1271518273409325e-06    0.013297940633315342    7.843893803797346
2072      1.036          -8.629479659876436e-07    0.013296945583418677    7.843306865869576
2074      1.037          -5.856720203607737e-07    0.013296221273425503    7.842879625981525
2076      1.038          -2.9597957665941613e-07    0.013295780447626993    7.842619601452553
2078      1.039          5.1408855844424394e-09    0.013295635028281455    7.842533824719532
2080      1.04          3.1638022223102436e-07    0.013295795788835362    7.842628650583736
2082      1.041          6.360644675161602e-07    0.013296272011180237    7.842909554041136
2084      1.042          9.620843020519395e-07    0.013297071085565021    7.8433808942876
2086      1.043          1.291977662677888e-06    0.013298198116547385    7.84404568228621
2088      1.044          1.6232175615406716e-06    0.013299655714159494    7.844905457584756
2090      1.045          1.9534769936072687e-06    0.01330144406143707    7.845960328148283
2092      1.046          2.280747379217928e-06    0.013303561173623482    7.847209123252642
2094      1.047          2.6033851119363515e-06    0.013306003239869059    7.848649595038488
2096      1.048          2.9201594030189628e-06    0.013308765012126536    7.850278647904286
2098      1.049          3.2302659010677335e-06    0.01331184022477858    7.8520925860268775
2100      1.05          3.5332793981859035e-06    0.013315221997428206    7.854087350950538
2102      1.051          3.8290713425337975e-06    0.013318903172798567    7.856258720899802
2104      1.052          4.117732828166435e-06    0.013322876574883916    7.858602463051814
2106      1.053          4.399498345681407e-06    0.01332713519047084    7.861114440608048
2108      1.054          4.674687594111103e-06    0.013331672283440737    7.863790680216509
2110      1.055          4.943673723643945e-06    0.013336481464099614    7.86662741286645
2112      1.056          5.2068727765212704e-06    0.013341556737349696    7.869621102302779
2114      1.057          5.464659830105673e-06    0.013346892503653009    7.872768445594433
2116      1.058          5.717321609438668e-06    0.01335248349437278    7.876066334994994
2118      1.059          5.964968441294854e-06    0.013358324639398149    7.879511779860103
2120      1.06          6.207426357151608e-06    0.013364410836797371    7.8831017707756015
2122      1.061          6.444150862537345e-06    0.013370736625407215    7.886833086431845
2124      1.062          6.674103286649927e-06    0.013377295752481809    7.890702038598004
2126      1.063          6.895739694191113e-06    0.01338408067397223    7.894704177358094
2128      1.064          7.107241453055715e-06    0.013391082164545853    7.8988340610778485
2130      1.065          7.30685463954492e-06    0.013398289212592153    7.903085194473077
2132      1.066          7.493179859066325e-06    0.013405689229841459    7.907450152254915
2134      1.067          7.665300146920082e-06    0.013413268469844452    7.9119208259732225
2136      1.068          7.822813730508242e-06    0.013421012526783167    7.916488718244125
2138      1.069          7.965749823829877e-06    0.013428906808560336    7.921145221805453
2140      1.07          8.09433295202322e-06    0.013436936849948261    7.925881804230042
2142      1.071          8.208665299669848e-06    0.013445088349074109    7.930690029446863
2144      1.072          8.308482890705682e-06    0.013453346923169296    7.935561413667901
2146      1.073          8.393358960295769e-06    0.013461697844094796    7.940487269385697
2148      1.074          8.463373408567815e-06    0.013470126210279227    7.945458806792367
2150      1.075          8.519432972878383e-06    0.01347861761346995    7.950467527067925
2152      1.076          8.563229573745448e-06    0.013487158944743262    7.955505697811676
2154      1.077          8.597044985887671e-06    0.013495739082023079    7.96056675858046
2156      1.078          8.623312324286983e-06    0.013504349260678167    7.965645539488312
2158      1.079          8.644142273380723e-06    0.013512982987977    7.9707382107469975
2160      1.08          8.66132787075322e-06    0.013521635723049067    7.975842093888696
2162      1.081          8.676419801912416e-06    0.0135303045968854    7.980955496606134
2164      1.082          8.690680727159694e-06    0.013538988147149936    7.986077556328999
2166      1.083          8.705080437513245e-06    0.013547686027732273    7.9912080689013765
2168      1.084          8.720259091965121e-06    0.013556398697497012    7.996347304988125
2170      1.085          8.73653853816796e-06    0.013565127096312078    8.001495818977656
2172      1.086          8.753918046295867e-06    0.013573872324604311    8.006654259965305
2174      1.087          8.772173582313835e-06    0.013582635370418615    8.011823210757054
2176      1.088          8.791007693868786e-06    0.013591416961056707    8.017003100357483
2178      1.089          8.809949216760284e-06    0.013600217439512022    8.022194131083937
2180      1.09          8.827995869996152e-06    0.0136090364120554    8.027396070692205
2182      1.091          8.843823909540446e-06    0.013617872321945168    8.032608000926096
2184      1.092          8.856017910842912e-06    0.01362672224285536    8.037828195669457
2186      1.093          8.863011730666903e-06    0.013635581757676115    8.04305404945565
2188      1.094          8.862879470136656e-06    0.013644444703276517    8.048281926913925
2190      1.095          8.853194399108474e-06    0.01365330274021114    8.053506908957477
2192      1.096          8.8311342394223e-06    0.013662144904530405    8.058722528415295
2194      1.097          8.793924894699889e-06    0.013670957434097466    8.063920667583828
2196      1.098          8.739272566974976e-06    0.013679724032828303    8.069091714091053
2198      1.099          8.665649117415691e-06    0.013688426493670499    8.074224928365364
2200      1.1          8.57243709044818e-06    0.01369704553677443    8.079308938037375
2202      1.101          8.459829492738111e-06    0.013705561670066023    8.08433224555545
2204      1.102          8.328802411334626e-06    0.01371395598601806    8.089283698167469
2206      1.103          8.181150937130294e-06    0.013722210962692293    8.094152960421752
2208      1.104          8.01942715199335e-06    0.013730311251736854    8.098930978973467
2210      1.105          7.846541885888286e-06    0.013738244236255795    8.103610311648321
2212      1.106          7.665439787103192e-06    0.01374600022709229    8.108185243221733
2214      1.107          7.47900164009505e-06    0.013753572447805888    8.112651776557547
2216      1.108          7.289966761278886e-06    0.013760956932006576    8.117007572049737
2218      1.109          7.100746120965928e-06    0.013768152288447699    8.121251809060634
2220      1.11          6.9132679700532276e-06    0.013775159295493208    8.125384946714275
2222      1.111          6.728898627966451e-06    0.013781980378792217    8.129408415798672
2224      1.112          6.54846610615129e-06    0.013788619061159278    8.133324294273411
2226      1.113          6.372293084450857e-06    0.013795079440754577    8.137134999470184
2228      1.114          6.200271089315112e-06    0.013801365722841462    8.140843011896312
2230      1.115          6.0319483387915875e-06    0.013807481832555514    8.144450646823573
2232      1.116          5.866687323211742e-06    0.013813431150386515    8.147959898260183
2234      1.117          5.70389531242759e-06    0.013819216441704335    8.151372397381085
2236      1.118          5.543213324733466e-06    0.013824839996022915    8.154689494673903
2238      1.119          5.384540582266812e-06    0.013830303872976416    8.15791240502988
2240      1.12          5.2279711807094e-06    0.013835610128857905    8.16104234136949
2242      1.121          5.073693292326569e-06    0.013840760961094423    8.164080599862178
2244      1.122          4.92196395005643e-06    0.013845758789715615    8.167028607981269
2246      1.123          4.773129542606562e-06    0.013850606336461947    8.169887971166565
2248      1.124          4.6276494020080254e-06    0.013855306725934253    8.172660532488194
2250      1.125          4.4860971891560734e-06    0.013859863599229836    8.175348439675746
2252      1.126          4.349136301801151e-06    0.013864281215975315    8.17795420530314
2254      1.127          4.217547608465352e-06    0.013868564557930448    8.180480767900152
2256      1.128          4.0921242459740565e-06    0.013872719393857667    8.18293153021621
2258      1.129          3.973662233796263e-06    0.013876752287097551    8.18531036368885
2260      1.13          3.862919547927746e-06    0.013880670577988414    8.187621598073767
2262      1.131          3.7604863097425934e-06    0.01388448228091725    8.189869960719522
2264      1.132          3.666667653217896e-06    0.01388819585789873    8.192060443011341
2266      1.133          3.581372126322167e-06    0.0138918198777885    8.194198099355438
2268      1.134          3.5041724950230695e-06    0.013895362650099172    8.196287831182508
2270      1.135          3.4345421836833922e-06    0.013898832007438525    8.198334258617228
2272      1.136          3.3721210298175713e-06    0.013902235339045277    8.200341740259582
2274      1.137          3.316867602399753e-06    0.013905579833361385    8.202314516268013
2276      1.138          3.2691599847729824e-06    0.01390887284715497    8.204256926089473
2278      1.139          3.229822149701117e-06    0.013912122338222208    8.20617366369198
2280      1.14          3.2001045215532792e-06    0.013915337301557836    8.208070034843209
2282      1.141          3.181665048849172e-06    0.013918528186343036    8.209952203074021
2284      1.142          3.1764336862560032e-06    0.013921707235710588    8.2118273900916
2286      1.143          3.1863952932283015e-06    0.013924888650200331    8.213703972194912
2288      1.144          3.213343585631945e-06    0.013928088519639762    8.215591440093966
2290      1.145          3.2586231518390664e-06    0.013931324503008496    8.217500210075357
2292      1.146          3.3228735932364567e-06    0.013934615251381035    8.219441283620577
2294      1.147          3.405836278375871e-06    0.01393797960631684    8.221425774570148
2296      1.148          3.5061919886775312e-06    0.013941435620450367    8.223464331411039
2298      1.149          3.621517440892017e-06    0.013944999475165152    8.225566498858297
2300      1.15          3.7484879151433198e-06    0.01394868447784317    8.227740126374776
2302      1.151          3.883290531925933e-06    0.013952500367066705    8.22999095833905
2304      1.152          4.022039976839025e-06    0.013956453032321087    8.232322468709885
2306      1.153          4.161103195434463e-06    0.013960544603907225    8.234735914061858
2308      1.154          4.297381117159135e-06    0.013964773846063521    8.237230565471373
2310      1.155          4.428548116070789e-06    0.013969136810680136    8.239804094115101
2312      1.156          4.5531831481491804e-06    0.013973627676312246    8.2424530661685
2314      1.157          4.67070042402944e-06    0.013978239618098336    8.245173455933871
2316      1.158          4.781259759374314e-06    0.013982965598190037    8.247961112081567
2318      1.159          4.885730394245501e-06    0.013987799093266848    8.250812186780209
2320      1.16          4.985630554716971e-06    0.01399273477374133    8.253723536331156
2322      1.161          5.082976768252579e-06    0.013997769077402814    8.256693059536712
2324      1.162          5.1800492166703726e-06    0.014002900590395275    8.259719922422898
2326      1.163          5.279118388375924e-06    0.014008130174197797    8.262804633139854
2328      1.164          5.382206348125234e-06    0.01401346083656605    8.265948965835678
2330      1.165          5.4909426702061765e-06    0.014018897411075214    8.269155771632322
2332      1.166          5.606461108524242e-06    0.01402444611296458    8.272428716637059
2334      1.167          5.729310513762409e-06    0.014030113998775722    8.275771963205875
2336      1.168          5.8593021622693005e-06    0.01403590830511374    8.279189779906622
2338      1.169          5.99535014513819e-06    0.014041835631267444    8.282686059381177
2340      1.17          6.135417494419422e-06    0.014047901015087221    8.286263773244812
2342      1.171          6.276727635906882e-06    0.014054107087652385    8.28992447346014
2344      1.172          6.4162951710850966e-06    0.01406045359905588    8.293668012617541
2346      1.173          6.551268644442829e-06    0.014066937380963644    8.297492521850502
2348      1.174          6.679001078389041e-06    0.014073552515825061    8.301394510645727
2350      1.175          6.797069652827335e-06    0.014080290551190668    8.305368993260098
2352      1.176          6.903452691899137e-06    0.014087140812363032    8.309409673140236
2354      1.177          6.996901771735734e-06    0.014094090989594849    8.313509289285864
2356      1.178          7.0772854879971394e-06    0.014101128083224716    8.317660173745505
2358      1.179          7.145515736844796e-06    0.014108239483837137    8.321854888757265
2360      1.18          7.203069827350773e-06    0.014115413776619234    8.326086701204911
2362      1.181          7.251441434338906e-06    0.01412264103225008    8.330349754201196
2364      1.182          7.2919028600791106e-06    0.014129912704397288    8.334639006625427
2366      1.183          7.3256564686824765e-06    0.01413722148406167    8.338950147207536
2368      1.184          7.354137679095351e-06    0.014144561381135557    8.343279642635883
2370      1.185          7.379098185780731e-06    0.014151927999067995    8.347624899570663
2372      1.186          7.402465142535936e-06    0.014159318780732153    8.351984409670704
2374      1.187          7.426086202207967e-06    0.014166733056404526    8.356357777894388
2376      1.188          7.451452562564125e-06    0.014174171825786912    8.360745593923602
2378      1.189          7.4795694415041e-06    0.014181637336788946    8.36514918370534
2380      1.19          7.511065458779167e-06    0.014189132654239088    8.36957035505253
2382      1.191          7.546408871642966e-06    0.014196661391404299    8.37401123927882
2384      1.192          7.586014691736086e-06    0.014204227603185989    8.37847422819937
2386      1.193          7.630232486771953e-06    0.014211835726775241    8.382961939125884
2388      1.194          7.679338450501566e-06    0.014219490512243879    8.387477173925204
2390      1.195          7.733616601198333e-06    0.014227196989769729    8.392022899686882
2392      1.196          7.79349487113932e-06    0.014234960545505897    8.396602293475254
2394      1.197          7.859561564875022e-06    0.014242787073723905    8.401218832072267
2396      1.198          7.93248545158742e-06    0.014250683097232136    8.405876363007222
2398      1.199          8.012762612560367e-06    0.01425865572126421    8.41057907735748
2400      1.2          8.100380111284854e-06    0.014266712292626132    8.41533130869376
2402      1.201          8.194662675395885e-06    0.014274859814019472    8.420137187614097
2404      1.202          8.29443043947019e-06    0.014283104360576905    8.42500029758279
2406      1.203          8.398279901943528e-06    0.014291450715747613    8.429923460154578
2408      1.204          8.50470740809072e-06    0.014299902209402629    8.434908639479815
2410      1.205          8.61212263765421e-06    0.014308460624425501    8.439956887206236
2412      1.206          8.718981105491827e-06    0.014317126176297075    8.4450683304369
2414      1.207          8.824079395658253e-06    0.01432589770654765    8.450242285839433
2416      1.208          8.926850936785703e-06    0.014334773171713873    8.455477548061069
2418      1.209          9.02748193861666e-06    0.014343750338151573    8.460772799569407
2420      1.21          9.126829234423896e-06    0.014352827493738094    8.466127030455565
2422      1.211          9.226206534709277e-06    0.01436200401162266    8.471539870966739
2424      1.212          9.327112552958787e-06    0.014371280671166494    8.477011780815209
2426      1.213          9.430993930197914e-06    0.014380659724408072    8.482544088383404
2428      1.214          9.539173739707574e-06    0.014390144808243025    8.488138938922523
2430      1.215          9.653037181131748e-06    0.014399740913703444    8.4937992764317
2432      1.216          9.774240344703236e-06    0.014409454552466363    8.499528941874326
2434      1.217          9.904688320585649e-06    0.014419294016799008    8.505332826508775
2436      1.218          1.0046271814524409e-05    0.014429269496866562    8.51121694108331
2438      1.219          1.020055575779569e-05    0.014439392910652722    8.517188315513392
2440      1.22          1.0368494349004836e-05    0.014449677435706122    8.523254722678669
2442      1.221          1.0550295370469772e-05    0.01446013683056586    8.529424278160533
2444      1.222          1.0745476312486441e-05    0.014470784716407338    8.535705016515333
2446      1.223          1.0953061077043793e-05    0.014481633985102103    8.54210454211386
2448      1.224          1.1171804405198222e-05    0.014492696417843225    8.54862980418456
2450      1.225          1.1400358081952081e-05    0.014503982499086798    8.555286987065484
2452      1.226          1.1637375660058869e-05    0.014515501365957804    8.562081480360925
2454      1.227          1.1881641189594998e-05    0.01452726087438263    8.569017917950225
2456      1.228          1.2132120846993125e-05    0.014539267755400926    8.576100270189515
2458      1.229          1.2387830063061402e-05    0.014551527730855952    8.583331912152595
2460      1.23          1.264773541999992e-05    0.014564045513597483    8.590715623750581
2462      1.231          1.2910818978556735e-05    0.014576824790796762    8.598253579890144
2464      1.232          1.317622374500719e-05    0.014589868312158544    8.605947402506036
2466      1.233          1.3443358643313013e-05    0.014603178103352705    8.6137982864554
2468      1.234          1.3711858803880712e-05    0.014616755712076301    8.6218071446594
2470      1.235          1.3981394287909946e-05    0.014630602338622196    8.629974685120118
2472      1.236          1.4251429018128163e-05    0.014644718750275216    8.638301360426485
2474      1.237          1.4521012640437635e-05    0.014659104971104498    8.64678718477587
2476      1.238          1.4788779801726579e-05    0.014673759867325581    8.655431489396681
2478      1.239          1.5053430497002285e-05    0.014688680972474945    8.664232819426212
2480      1.24          1.531430593338902e-05    0.014703864840690141    8.67318914229567
2482      1.241          1.557142588301575e-05    0.014719307706598343    8.682298236970583
2484      1.242          1.5825002634245966e-05    0.014735005920856975    8.691557950857819
2486      1.243          1.607515122783052e-05    0.014750955997788013    8.700966227903065
2488      1.244          1.632197343014033e-05    0.014767154560116997    8.710521075994688
2490      1.245          1.656569504667082e-05    0.014783598394355403    8.720220599631464
2492      1.246          1.6806702286366252e-05    0.014800284593021922    8.730063083812912
2494      1.247          1.7045548610244473e-05    0.014817210718470227    8.740047090674368
2496      1.248          1.7282936577992558e-05    0.014834374961064345    8.750171552787966
2498      1.249          1.7519609035157406e-05    0.01485177623387092    8.760435829017604
2500      1.25          1.7756135450130896e-05    0.014869414106113563    8.770839665266477
2502      1.251          1.799266375194402e-05    0.0148872885057146    8.781383019019005
2504      1.252          1.822887046107874e-05    0.014905399272821113    8.792065795984703
2506      1.253          1.8463965743984642e-05    0.014923745690923645    8.802887573524888
2508      1.254          1.8696882542138862e-05    0.014942326115066707    8.81384738134976
2510      1.255          1.8926607670122996e-05    0.014961137860172837    8.824943635645475
2512      1.256          1.91522758802121e-05    0.014980177301948006    8.836174198593985
2514      1.257          1.9372964432724498e-05    0.014999439922104472    8.847536405048094
2516      1.258          1.9587478975575044e-05    0.015018920143808623    8.85902696546908
2518      1.259          1.9794367892308886e-05    0.015038611067242566    8.870641809945646
2520      1.26          1.9992199593037882e-05    0.015058504350985238    8.88237601822564
2522      1.261          2.017973873088616e-05    0.0150785903201472    8.894223883500212
2524      1.262          2.0356166612352268e-05    0.01509885827281882    8.906179093164653
2526      1.263          2.052129300251798e-05    0.015119297002626255    8.918235037052114
2528      1.264          2.067570449649463e-05    0.01513989550137576    8.930385221893818
2530      1.265          2.0820791115936883e-05    0.015160643749181977    8.94262373738238
2532      1.266          2.0958634389083635e-05    0.015181533461934488    8.954945697070785
2534      1.267          2.1091843132633953e-05    0.015202558700695345    8.967347597830253
2536      1.268          2.1223389209598402e-05    0.015223716316866462    8.979827582435686
2538      1.269          2.1356417588593828e-05    0.015245006220265558    8.992385597692365
2540      1.27          2.149403627677396e-05    0.01526643144719824    9.005023434588797
2542      1.271          2.1639150667560216e-05    0.015287998040670409    9.017744657639042
2544      1.272          2.179434726778988e-05    0.015309714789638084    9.030554451077238
2546      1.273          2.1961770646808797e-05    0.015331592848595383    9.043459394468574
2548      1.274          2.2142912918926753e-05    0.01535364519037825    9.05646713994132
2550      1.275          2.233848783223521e-05    0.015375885890753832    9.069585990196305
2552      1.276          2.254844690053079e-05    0.015398329358120215    9.082824444139305
2554      1.277          2.2772022514137613e-05    0.015420989592827549    9.096190759985847
2556      1.278          2.3007776623474655e-05    0.015443879492396355    9.109692545438811
2558      1.279          2.3253662366178652e-05    0.015467010211891181    9.123336380399866
2560      1.28          2.350713480334777e-05    0.015490390610475946    9.13712749051581
2562      1.281          2.3765357000759707e-05    0.015514026856378    9.151069514163568
2564      1.282          2.4025490783964712e-05    0.015537922280270362    9.165164415966546
2566      1.283          2.4285094550573858e-05    0.015562077572937632    9.179412603389418
2568      1.284          2.4542231270627557e-05    0.015586491235848232    9.19381319251167
2570      1.285          2.4795152801148113e-05    0.01561115992788412    9.20836421254881
2572      1.286          2.5041975881242958e-05    0.015636078492225314    9.223062621710431
2574      1.287          2.5280836827721686e-05    0.015661239898579798    9.237904273124057
2576      1.288          2.551037017475586e-05    0.015686635502081037    9.252884067547866
2578      1.289          2.5729822979696043e-05    0.015712255598658263    9.267996280960169
2580      1.29          2.593873824149826e-05    0.01573808987926886    9.283234832491924
2582      1.291          2.6136675817510053e-05    0.015764127586298363    9.2985933766805
2584      1.292          2.6323176107759352e-05    0.015790357512261    9.314065302703161
2586      1.293          2.6497833258126873e-05    0.01581676801694394    9.329643744489754
2588      1.294          2.666027460668624e-05    0.015843347070876347    9.345321606363258
2590      1.295          2.6810065907909764e-05    0.015870082241133645    9.36109155466633
2592      1.296          2.6946675028022322e-05    0.01589696061160161    9.376945970728443
2594      1.297          2.7069518459268306e-05    0.015923968708345258    9.392876906844151
2596      1.298          2.7178011948526627e-05    0.015951092473549155    9.408876070901593
2598      1.299          2.7271567686764642e-05    0.0159783172633668    9.424934825113903
2600      1.3          2.7349620697655588e-05    0.01600562785755901    9.441044191704517
2602      1.301          2.7411752987180172e-05    0.016033008544401428    9.457194902990512
2604      1.302          2.745780923591462e-05    0.016060443325512975    9.473377522202261
2606      1.303          2.7488049072901428e-05    0.016087916254667385    9.489582643334067
2608      1.304          2.7503089579954844e-05    0.01611541182399381    9.505801118947584
2610      1.305          2.7503615582618592e-05    0.0161429151765751    9.522024185574574
2612      1.306          2.749010029385825e-05    0.016170412034513335    9.538243421285799
2614      1.307          2.746281076467474e-05    0.0161978884900426    9.554450622477265
2616      1.308          2.742194987928882e-05    0.016225330870364586    9.57063772414245
2618      1.309          2.7367634990837364e-05    0.016252725662799648    9.586796755722073
2620      1.31          2.7299746569336365e-05    0.016280059353579734    9.602919746014848
2622      1.311          2.7217857138882275e-05    0.016307318155433844    9.618998562491644
2624      1.312          2.7121300121102046e-05    0.016334487734063836    9.635024749955111
2626      1.313          2.7009342319366814e-05    0.01636155305528407    9.650989440373813
2628      1.314          2.6881298857179905e-05    0.016388498375872345    9.66688334748558
2630      1.315          2.6736635117134736e-05    0.0164153073428595    9.682696825364248
2632      1.316          2.6575027004019293e-05    0.01644196317392008    9.698419974824498
2634      1.317          2.6396393041365516e-05    0.01646844888394277    9.714042777066197
2636      1.318          2.6200930440603402e-05    0.016494747545683756    9.729555247422809
2638      1.319          2.5988971593768004e-05    0.01652084249670094    9.744947557423147
2640      1.32          2.5760463390655055e-05    0.016546717214193152    9.760209960964318
2642      1.321          2.5514561602878e-05    0.01657235472668992    9.775332447292339
2644      1.322          2.525003692557159e-05    0.016597737025954143    9.790304394108373
2646      1.323          2.4966088124649408e-05    0.016622845088479256    9.805114580248976
2648      1.324          2.4662763295242843e-05    0.0166476595141892    9.81975156242826
2650      1.325          2.4340786037569985e-05    0.016672161288855607    9.834204124955603
2652      1.326          2.400134095694649e-05    0.016696332352352867    9.848461614925316
2654      1.327          2.364593949056725e-05    0.016720155992576622    9.86251417457255
2656      1.328          2.3276367745539318e-05    0.016743617146194677    9.876352918673538
2658      1.329          2.289469056784549e-05    0.016766702675351366    9.889970097761845
2660      1.33          2.2503116053149483e-05    0.016789401578661864    9.903359222584989
2662      1.331          2.210391527705237e-05    0.016811705094326966    9.916515124927498
2664      1.332          2.1699338534157355e-05    0.01683360672123257    9.929433970056612
2666      1.333          2.129151635061029e-05    0.016855102148674955    9.942113215270183
2668      1.334          2.088234089863908e-05    0.01687618907729958    9.954551504276033
2670      1.335          2.0473334848409405e-05    0.016896866915173104    9.966748487917673
2672      1.336          2.0065555917613533e-05    0.016917136360556115    9.97870457806955
2674      1.337          1.9659463150371434e-05    0.01693699887009011    9.990420633942986
2676      1.338          1.9254861917548566e-05    0.01695645603262407    10.001897592732924
2678      1.339          1.885092073004852e-05    0.016975508923947866    10.013136089002394
2680      1.34          1.8446197197968257e-05    0.016994157482911873    10.024136086681812
2682      1.341          1.8038612003182797e-05    0.01701239988751245    10.03489651104815
2684      1.342          1.7625470838355322e-05    0.01703023192893322    10.0454148794983
2686      1.343          1.720366738197366e-05    0.017047646498043384    10.055686998656121
2688      1.344          1.6770100761318157e-05    0.01706463338211503    10.065706844464543
2690      1.345          1.6322219119864635e-05    0.01708117954205562    10.075466725713335
2692      1.346          1.585847069245838e-05    0.017097269886961784    10.08495774091566
2694      1.347          1.5378314456064477e-05    0.017112888279536043    10.09417037136098
2696      1.348          1.4881932720767675e-05    0.01712801840312446    10.10309499254394
